Row PackBc PackCc UnpackCc CopyBr/CopyCr StreamA/Ac StreamBr/Bc StreamC/Cc/Cr Arithmetic total
12x12 0.104025135869565 0.00826095166163142 0.00864917532760958 0.0558307000486145 1.28132118451025 0.208233173076923 10.732026734104 11.010048 23.4083950545986
12x16 0.0780188519021739 0.00826095166163142 0.00864917532760958 0.0558307000486145 1.28132118451025 0.208233173076923 7.96604046242775 11.010048 20.6164024989549
12x20 0.0624150815217391 0.00826095166163142 0.00864917532760958 0.0558307000486145 1.28132118451025 0.208233173076923 6.47240787572254 11.010048 19.1071661418693
12x24 0.0520125679347826 0.00826095166163142 0.00864917532760958 0.0558307000486145 2.5626423690205 0.208233173076923 5.36601336705202 11.010048 19.2716903041221
16x4 0.312075407608696 0.00619571374622356 0.00648688149570719 0.0558307000486145 1.28132118451025 0.151442307692308 31.864161849711 11.010048 44.6875620448128
16x8 0.156037703804348 0.00619571374622356 0.00648688149570719 0.0558307000486145 1.28132118451025 0.151442307692308 15.9320809248555 11.010048 28.5994434161529
16x12 0.104025135869565 0.00619571374622356 0.00648688149570719 0.0558307000486145 1.28132118451025 0.151442307692308 10.732026734104 11.010048 23.3473766574667
16x16 0.0780188519021739 0.00619571374622356 0.00648688149570719 0.0558307000486145 1.28132118451025 0.151442307692308 7.96604046242775 11.010048 20.555384101823
16x20 0.0624150815217391 0.00619571374622356 0.00648688149570719 0.0558307000486145 1.28132118451025 0.151442307692308 6.47240787572254 11.010048 19.0461477447374
16x24 0.0520125679347826 0.00619571374622356 0.00648688149570719 0.0558307000486145 2.5626423690205 0.151442307692308 5.36601336705202 11.010048 19.2106719069902
20x4 0.312075407608696 0.00495657099697885 0.00518950519656575 0.0558307000486145 1.28132118451025 0.132512019230769 31.864161849711 11.010048 44.6660952373029
20x8 0.156037703804348 0.00495657099697885 0.00518950519656575 0.0558307000486145 1.28132118451025 0.132512019230769 15.9320809248555 11.010048 28.577976608643
20x12 0.104025135869565 0.00495657099697885 0.00518950519656575 0.0558307000486145 1.28132118451025 0.132512019230769 10.732026734104 11.010048 23.3259098499568
20x16 0.0780188519021739 0.00495657099697885 0.00518950519656575 0.0558307000486145 1.28132118451025 0.132512019230769 7.96604046242775 11.010048 20.5339172943131
20x20 0.0624150815217391 0.00495657099697885 0.00518950519656575 0.0558307000486145 1.28132118451025 0.132512019230769 6.47240787572254 11.010048 19.0246809372275
20x24 0.0520125679347826 0.00495657099697885 0.00518950519656575 0.0558307000486145 2.5626423690205 0.132512019230769 5.36601336705202 11.010048 19.1892050994802
24x4 0.312075407608696 0.00413047583081571 0.00432458766380479 0.0558307000486145 1.28132118451025 0.113581730769231 31.864161849711 11.010048 44.6454739361424
24x8 0.156037703804348 0.00413047583081571 0.00432458766380479 0.0558307000486145 1.28132118451025 0.113581730769231 15.9320809248555 11.010048 28.5573553074826
24x12 0.104025135869565 0.00413047583081571 0.00432458766380479 0.0558307000486145 1.28132118451025 0.113581730769231 10.732026734104 11.010048 23.3052885487963
24x16 0.0780188519021739 0.00413047583081571 0.00432458766380479 0.0558307000486145 1.28132118451025 0.113581730769231 7.96604046242775 11.010048 20.5132959931526
24x20 0.0624150815217391 0.00413047583081571 0.00432458766380479 0.0558307000486145 1.28132118451025 0.113581730769231 6.47240787572254 11.010048 19.004059636067
24x24 0.0520125679347826 0.00413047583081571 0.00432458766380479 0.0558307000486145 2.5626423690205 0.113581730769231 5.36601336705202 11.010048 19.1685837983198
